0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
78.69871,-6.6542797,13.270844,13.071968,2.410124,-3.8299525,0.609436,-2.5281446,2.0471385,-0.48438486,0.8904163,1.0981454,-0.5485034,-0.7516123,0.32799953,0.14349435,-0.5921867,0.7656666,0.06616205,0.2994346,0.41174135,-0.26118124,0.15119089,-0.11948455,-0.74493355,0.37645024,0.6293828,0.5778782,0.40571007,-0.7528102,-0.2021042,-0.28747177
-36.851555,-8.990451,13.173864,0.41721243,7.8115816,4.5212755,-1.2923379,-0.78748274,-1.8334366,0.6727398,0.35594356,1.1671991,0.070031434,0.9976355,-0.11576615,-0.03749387,0.35651025,-0.38926858,-0.12826668,0.05556137,-0.49266177,0.029015057,-0.08223636,0.032386936,0.08524659,-0.1201038,-0.29281318,-0.16172704,-0.020525591,0.31295294,0.113442786,0.0832861
-1.9996972,27.520557,-44.13992,-15.103889,-20.259356,-6.065621,2.2595038,4.517951,1.9244738,-0.9951427,-1.7687854,-3.8266628,0.43599266,-1.4396703,-0.09378738,-0.07074364,-0.16391398,0.049986616,0.21811208,-0.44991472,0.66699815,0.21739382,0.022002745,0.056270435,0.6144173,-0.1364756,-0.020290313,-0.26065147,-0.393146,0.108502105,-0.03735025,0.12326211
